Meal,Preperation Time,Cooking Time,Calories,Fat,Cholesterol,Carbs,Fiber,Protein,Lookup Ingredients,new_ingredients,modified_ingredients
Breakfast,0.0,0.0,207.9,7.0,0.002,37.5,3.2,5.1,"['cheese', 'chocolate', 'sugar', 'salt', 'soda', 'milk', 'oats', 'flour', 'cocoa']",cheese chocolate sugar salt soda milk oats flour cocoa,cheese chocolate sugar salt soda milk oat flour cocoa
Breakfast,30.0,30.0,137.8,2.8,0.02,12.8,1.2,13.6,"['pepper', 'fat', 'salt', 'sauce', 'red', 'liquid', 'milk', 'flour', 'bacon']",pepper fat salt sauce red liquid milk flour bacon,pepper fat salt sauce red liquid milk flour bacon
Breakfast,10.0,30.0,75.8,3.2,0.026000000000000002,4.4,1.0,2.3,"['sugar', 'salt', 'extra', 'eggs', 'milk', 'water', 'flour']",sugar salt extra eggs milk water flour,sugar salt extra egg milk water flour
Breakfast,10.0,60.0,157.9,2.6,0.001,31.4,0.9,2.9,"['butter', 'sugar', 'walnuts', 'salt', 'sauce', 'soda', 'bananas', 'cream', 'flour', 'extract']",butter sugar walnuts salt sauce soda bananas cream flour extract,butter sugar walnut salt sauce soda banana cream flour extract
Breakfast,5.0,20.0,186.9,14.3,0.341,2.6,0.6,12.0,"['butter', 'salt', 'orange', 'eggs', 'red', 'mushrooms']",butter salt orange eggs red mushrooms,butter salt orange egg red mushroom
Breakfast,5.0,25.0,75.5,0.7,0.018000000000000002,17.4,1.3,2.0,"['applesauce', 'sugar', 'bananas', 'splenda', 'eggs', 'soda', 'milk', 'flour']",applesauce sugar bananas splenda eggs soda milk flour,applesauce sugar banana splenda egg soda milk flour
Breakfast,5.0,120.0,322.8,4.9,0.0,59.5,6.0,10.8,"['butter', 'fat', 'cinnamon', 'water', 'quinoa']",butter fat cinnamon water quinoa,butter fat cinnamon water quinoa
Breakfast,0.0,0.0,319.2,23.4,0.004,7.1,0.2,15.1,"['milk', 'flour', 'pork']",milk flour pork,milk flour pork
Breakfast,5.0,20.0,184.6,12.8,0.217,1.5,0.0,14.8,"['ham', 'cheese', 'salt']",ham cheese salt,ham cheese salt
Breakfast,15.0,20.0,92.1,0.9,0.018000000000000002,21.0,4.4,3.7,"['salt', 'sauce', 'wheat', 'milk', 'flour']",salt sauce wheat milk flour,salt sauce wheat milk flour
Breakfast,30.0,20.0,243.1,7.1,0.0,43.2,2.5,2.9,"['sugar', 'salt', 'eggs', 'soda', 'cinnamon', 'nutmeg', 'water', 'flour', 'extract']",sugar salt eggs soda cinnamon nutmeg water flour extract,sugar salt egg soda cinnamon nutmeg water flour extract
Breakfast,0.0,0.0,368.0,10.7,0.068,54.5,7.3,14.9,"['oil', 'sugar', 'extra', 'salt', 'wheat', 'flour', 'extract']",oil sugar extra salt wheat flour extract,oil sugar extra salt wheat flour extract
Breakfast,15.0,20.0,140.6,1.7,0.0,29.3,4.4,3.6,"['pepper', 'garlic', 'salt', 'black', 'orange', 'juice', 'potatoes']",pepper garlic salt black orange juice potatoes,pepper garlic salt black orange juice potato
Breakfast,15.0,15.0,308.5,3.4,0.075,26.0,3.1,41.2,"['eggs', 'onions', 'bacon']",eggs onions bacon,egg onion bacon
Breakfast,20.0,20.0,123.6,1.9,0.001,24.6,2.6,3.5,"['oil', 'applesauce', 'sugar', 'salt', 'splenda', 'soda', 'cinnamon', 'apples', 'nutmeg', 'milk', 'oats', 'walnuts', 'flour']",oil applesauce sugar salt splenda soda cinnamon apples nutmeg milk oats walnuts flour,oil applesauce sugar salt splenda soda cinnamon apple nutmeg milk oat walnut flour
Breakfast,5.0,0.0,354.2,4.1,0.005,74.9,6.3,8.7,"['cereal', 'blueberries', 'fat', 'raisins']",cereal blueberries fat raisins,cereal blueberry fat raisin
Breakfast,5.0,0.0,132.9,1.5,0.002,21.0,2.2,4.3,"['sugar', 'oatmeal', 'coconut', 'milk', 'extract']",sugar oatmeal coconut milk extract,sugar oatmeal coconut milk extract
Breakfast,10.0,25.0,115.7,3.4,0.015,20.8,2.8,2.9,"['sugar', 'nuts', 'carrots', 'salt', 'eggs', 'vanilla', 'soda', 'cinnamon', 'apples', 'milk', 'flour', 'raisins']",sugar nuts carrots salt eggs vanilla soda cinnamon apples milk flour raisins,sugar nut carrot salt egg vanilla soda cinnamon apple milk flour raisin
Breakfast,15.0,15.0,125.2,4.6,0.028999999999999998,19.2,5.0,3.9,"['butter', 'sugar', 'salt', 'eggs', 'buttermilk', 'soda', 'wheat', 'water', 'flour']",butter sugar salt eggs buttermilk soda wheat water flour,butter sugar salt egg buttermilk soda wheat water flour
Breakfast,0.0,20.0,130.5,4.9,0.0,19.8,1.6,3.0,"['oil', 'sugar', 'salt', 'oatmeal', 'eggs', 'cinnamon', 'milk', 'blueberries', 'flour']",oil sugar salt oatmeal eggs cinnamon milk blueberries flour,oil sugar salt oatmeal egg cinnamon milk blueberry flour
Breakfast,5.0,30.0,156.3,3.1,0.019,27.7,3.3,6.0,"['milk', 'bread', 'cinnamon', 'nutmeg']",milk bread cinnamon nutmeg,milk bread cinnamon nutmeg
Breakfast,15.0,15.0,204.4,11.6,0.055999999999999994,20.5,0.7,4.8,"['butter', 'sugar', 'salt', 'red', 'milk', 'flour', 'cocoa']",butter sugar salt red milk flour cocoa,butter sugar salt red milk flour cocoa
Breakfast,30.0,30.0,232.2,19.4,0.075,1.7,0.1,12.9,"['cheese', 'pepper', 'garlic', 'pork', 'eggs']",cheese pepper garlic pork eggs,cheese pepper garlic pork egg
Breakfast,5.0,10.0,147.7,11.1,0.038,0.6,0.2,10.1,"['black', 'pork', 'sage', 'thyme', 'juice', 'red']",black pork sage thyme juice red,black pork sage thyme juice red
Breakfast,120.0,10.0,317.1,16.7,0.095,34.0,3.1,9.2,"['butter', 'oil', 'sugar', 'salt', 'eggs', 'buttermilk', 'soda', 'syrup', 'cinnamon', 'oats', 'flour']",butter oil sugar salt eggs buttermilk soda syrup cinnamon oats flour,butter oil sugar salt egg buttermilk soda syrup cinnamon oat flour
Breakfast,0.0,0.0,124.7,4.0,0.013000000000000001,19.9,2.2,3.7,"['almonds', 'oats', 'oil', 'sugar', 'salt', 'splenda', 'eggs', 'cereal', 'cinnamon', 'milk', 'wheat', 'bananas', 'flour', 'raisins']",almonds oats oil sugar salt splenda eggs cereal cinnamon milk wheat bananas flour raisins,almond oat oil sugar salt splenda egg cereal cinnamon milk wheat banana flour raisin
Breakfast,5.0,5.0,189.2,1.3,0.006,31.2,4.1,15.6,"['applesauce', 'fat', 'vanilla', 'sweetener', 'raisins', 'liquid', 'milk', 'water', 'oats', 'flour']",applesauce fat vanilla sweetener raisins liquid milk water oats flour,applesauce fat vanilla sweetener raisin liquid milk water oat flour
Breakfast,5.0,0.0,339.4,3.5,0.01,72.0,4.6,9.5,"['vanilla', 'berries', 'ice', 'orange']",vanilla berries ice orange,vanilla berry ice orange
Breakfast,15.0,30.0,71.4,3.5,0.044000000000000004,6.8,0.3,2.9,"['butter', 'salt', 'eggs', 'milk', 'flour']",butter salt eggs milk flour,butter salt egg milk flour
Breakfast,10.0,10.0,164.0,11.2,0.228,6.5,0.1,8.9,"['butter', 'salt', 'eggs', 'milk', 'flour']",butter salt eggs milk flour,butter salt egg milk flour
Breakfast,90.0,15.0,138.1,5.8,0.016,32.8,1.1,2.5,"['oil', 'sugar', 'salt', 'yeast', 'splenda', 'eggs', 'margarine', 'milk', 'water', 'flour', 'extract']",oil sugar salt yeast splenda eggs margarine milk water flour extract,oil sugar salt yeast splenda egg margarine milk water flour extract
Breakfast,5.0,5.0,144.6,1.7,0.0,31.1,4.8,5.2,"['spinach', 'strawberries', 'blueberries', 'milk', 'water']",spinach strawberries blueberries milk water,spinach strawberry blueberry milk water
Breakfast,20.0,60.0,281.5,8.0,0.0,44.8,6.8,10.1,"['almonds', 'honey', 'oil', 'apricots', 'raisins', 'seeds', 'wheat', 'oats', 'dates']",almonds honey oil apricots raisins seeds wheat oats dates,almond honey oil apricot raisin seed wheat oat date
Breakfast,15.0,15.0,291.8,14.5,0.071,30.7,4.6,9.6,"['butter', 'salt', 'pecans', 'soda', 'milk', 'oats', 'flour', 'extract']",butter salt pecans soda milk oats flour extract,butter salt pecan soda milk oat flour extract
Breakfast,10.0,34.0,182.8,12.6,0.142,3.7,0.0,13.5,"['cheese', 'pepper', 'salt', 'eggs', 'ham', 'milk', 'basil']",cheese pepper salt eggs ham milk basil,cheese pepper salt egg ham milk basil
Breakfast,10.0,20.0,216.9,10.7,0.0,24.0,2.3,7.4,"['salt', 'pecans', 'milk', 'any', 'bananas', 'flour']",salt pecans milk any bananas flour,salt pecan milk any banana flour
Breakfast,0.0,0.0,136.1,1.0,0.018000000000000002,29.6,1.9,3.4,"['sugar', 'bananas', 'salt', 'splenda', 'vanilla', 'eggs', 'cinnamon', 'pomegranate', 'milk', 'flour']",sugar bananas salt splenda vanilla eggs cinnamon pomegranate milk flour,sugar banana salt splenda vanilla egg cinnamon pomegranate milk flour
Breakfast,15.0,0.0,275.2,10.5,0.033,26.2,4.8,19.4,"['butter', 'nuts', 'oatmeal', 'extra', 'whey', 'cinnamon', 'any', 'milk', 'pumpkin']",butter nuts oatmeal extra whey cinnamon any milk pumpkin,butter nut oatmeal extra whey cinnamon any milk pumpkin
Breakfast,40.0,10.0,127.0,7.2,0.0,14.2,2.2,3.1,"['honey', 'chocolate', 'butter', 'oatmeal', 'coconut', 'vanilla', 'wheat']",honey chocolate butter oatmeal coconut vanilla wheat,honey chocolate butter oatmeal coconut vanilla wheat
Breakfast,15.0,70.0,196.9,9.9,0.027000000000000003,25.3,2.0,3.0,"['oil', 'sugar', 'nuts', 'zucchini', 'salt', 'eggs', 'vanilla', 'soda', 'cinnamon', 'flour']",oil sugar nuts zucchini salt eggs vanilla soda cinnamon flour,oil sugar nut zucchini salt egg vanilla soda cinnamon flour
Breakfast,5.0,5.0,341.9,20.5,0.47700000000000004,8.7,1.3,29.6,"['eggs', 'ham', 'cheese', 'any']",eggs ham cheese any,egg ham cheese any
Breakfast,5.0,0.0,243.5,8.8,0.001,34.1,5.0,9.0,"['chocolate', 'butter', 'sugar', 'oats', 'sweetener']",chocolate butter sugar oats sweetener,chocolate butter sugar oat sweetener
Breakfast,10.0,15.0,88.8,5.3,0.146,0.9,0.2,9.9,"['spinach', 'cheese', 'salt', 'eggs', 'milk', 'bacon']",spinach cheese salt eggs milk bacon,spinach cheese salt egg milk bacon
Breakfast,5.0,25.0,185.6,5.2,0.044000000000000004,26.6,4.3,9.8,"['honey', 'coconut', 'vanilla', 'whey', 'cereal', 'cinnamon', 'chips', 'milk']",honey coconut vanilla whey cereal cinnamon chips milk,honey coconut vanilla whey cereal cinnamon chip milk
Breakfast,10.0,10.0,111.3,2.6,0.040999999999999995,20.1,2.2,4.1,"['oil', 'sugar', 'salt', 'eggs', 'cinnamon', 'rice', 'oats', 'flour', 'extract']",oil sugar salt eggs cinnamon rice oats flour extract,oil sugar salt egg cinnamon rice oat flour extract
Breakfast,10.0,10.0,329.7,8.9,0.13699999999999998,22.3,7.4,41.9,"['fruit', 'pepper', 'black', 'onions', 'red', 'pollock']",fruit pepper black onions red pollock,fruit pepper black onion red pollock
Breakfast,15.0,15.0,77.3,6.2,0.078,0.7,0.4,4.5,"['cheese', 'eggs', 'mushrooms', 'avocado', 'bacon']",cheese eggs mushrooms avocado bacon,cheese egg mushroom avocado bacon
Breakfast,15.0,15.0,146.7,2.8,0.073,25.7,3.4,7.4,"['sugar', 'salt', 'milk', 'flour', 'extract']",sugar salt milk flour extract,sugar salt milk flour extract
Breakfast,5.0,10.0,165.6,3.4,0.035,27.9,1.7,5.1,"['bread', 'sugar', 'cinnamon', 'nutmeg', 'milk', 'extract']",bread sugar cinnamon nutmeg milk extract,bread sugar cinnamon nutmeg milk extract
Breakfast,15.0,18.0,160.9,7.8,0.021,21.7,0.8,4.7,"['chocolate', 'butter', 'sugar', 'salt', 'soda', 'red', 'chips', 'cream', 'flour', 'extract']",chocolate butter sugar salt soda red chips cream flour extract,chocolate butter sugar salt soda red chip cream flour extract
Breakfast,15.0,10.0,264.3,15.2,0.433,15.7,6.6,19.3,"['spinach', 'cheese', 'kalamata', 'black', 'eggs']",spinach cheese kalamata black eggs,spinach cheese kalamata black egg
Breakfast,5.0,5.0,9.5,0.0,0.0,10.3,0.0,0.0,"['water', 'salt', 'splenda']",water salt splenda,water salt splenda
Breakfast,2.0,0.0,112.8,0.5,0.0,23.7,1.5,3.9,"['vanilla', 'pineapple', 'ice', 'orange']",vanilla pineapple ice orange,vanilla pineapple ice orange
Breakfast,5.0,15.0,377.3,17.3,0.231,38.4,2.2,16.5,['grits'],grits,grit
Breakfast,5.0,5.0,195.0,0.5,0.005,43.8,1.7,6.5,"['strawberries', 'fat', 'orange']",strawberries fat orange,strawberry fat orange
Breakfast,10.0,60.0,234.8,5.3,0.017,45.2,1.5,3.5,"['fat', 'sugar', 'salt', 'soda', 'bananas', 'walnuts', 'flour']",fat sugar salt soda bananas walnuts flour,fat sugar salt soda banana walnut flour
Breakfast,10.0,25.0,171.1,5.2,0.046,27.5,2.3,4.4,"['butter', 'sugar', 'strawberries', 'eggs', 'vanilla', 'soda', 'blueberries', 'flour']",butter sugar strawberries eggs vanilla soda blueberries flour,butter sugar strawberry egg vanilla soda blueberry flour
Breakfast,0.0,0.0,159.8,0.7,0.0,41.3,4.2,1.2,"['honey', 'carrots', 'strawberries', 'orange', 'pineapple', 'ice', 'grapes']",honey carrots strawberries orange pineapple ice grapes,honey carrot strawberry orange pineapple ice grape
Breakfast,10.0,25.0,65.7,2.4,0.008,4.1,1.0,7.0,"['spinach', 'cheese', 'garlic', 'onions', 'clove', 'liquid', 'milk', 'water']",spinach cheese garlic onions clove liquid milk water,spinach cheese garlic onion clove liquid milk water
Breakfast,0.0,0.0,170.8,1.5,0.037000000000000005,35.0,4.5,7.0,"['sugar', 'fat', 'extra', 'soda', 'cereal', 'flour', 'extract']",sugar fat extra soda cereal flour extract,sugar fat extra soda cereal flour extract
Breakfast,0.0,0.0,121.1,2.4,0.001,22.1,2.8,4.1,"['oil', 'sugar', 'salt', 'yeast', 'wheat', 'milk', 'flour']",oil sugar salt yeast wheat milk flour,oil sugar salt yeast wheat milk flour
Breakfast,0.0,25.0,144.4,5.7,0.018000000000000002,24.7,5.5,3.9,"['oil', 'sugar', 'extra', 'salt', 'buttermilk', 'molasses', 'soda', 'water', 'flour', 'raisins']",oil sugar extra salt buttermilk molasses soda water flour raisins,oil sugar extra salt buttermilk molasses soda water flour raisin
Breakfast,5.0,5.0,169.3,11.6,0.24,1.0,0.0,14.4,"['ham', 'cheese']",ham cheese,ham cheese
Breakfast,3.0,0.0,284.8,7.7,0.001,38.7,8.0,17.2,"['milk', 'oatmeal', 'blueberries']",milk oatmeal blueberries,milk oatmeal blueberry
Breakfast,15.0,25.0,118.6,4.6,0.021,17.2,0.9,2.5,"['buttermilk', 'butter', 'water']",buttermilk butter water,buttermilk butter water
Breakfast,0.0,0.0,194.5,0.9,0.0,40.3,3.3,6.8,"['salt', 'flour', 'yeast', 'sugar']",salt flour yeast sugar,salt flour yeast sugar
Breakfast,0.0,0.0,277.2,2.6,0.061,46.0,4.8,24.9,"['whey', 'water', 'ice', 'cherries']",whey water ice cherries,whey water ice cherry
Breakfast,5.0,5.0,162.1,9.8,0.32299999999999995,3.2,0.3,13.7,"['spinach', 'cheese', 'oil', 'fat']",spinach cheese oil fat,spinach cheese oil fat
Breakfast,5.0,10.0,389.2,5.1,0.005,69.8,3.9,15.4,"['sugar', 'bisquick', 'soy', 'milk', 'extract']",sugar bisquick soy milk extract,sugar bisquick soy milk extract
Breakfast,0.0,0.0,151.9,2.6,0.036000000000000004,29.5,4.2,5.1,"['applesauce', 'fat', 'sugar', 'salt', 'soda', 'bananas', 'flour']",applesauce fat sugar salt soda bananas flour,applesauce fat sugar salt soda banana flour
Breakfast,10.0,18.0,186.7,4.8,0.035,38.5,3.3,3.9,"['honey', 'applesauce', 'sugar', 'salt', 'eggs', 'pecans', 'soda', 'pumpkin', 'flour']",honey applesauce sugar salt eggs pecans soda pumpkin flour,honey applesauce sugar salt egg pecan soda pumpkin flour
Breakfast,30.0,10.0,62.1,0.4,0.0,13.4,2.3,2.5,"['salt', 'yeast', 'soda', 'water', 'flour']",salt yeast soda water flour,salt yeast soda water flour
Breakfast,5.0,20.0,156.1,5.3,0.018000000000000002,25.0,2.4,3.7,"['honey', 'oil', 'sugar', 'salt', 'cinnamon', 'milk', 'flour']",honey oil sugar salt cinnamon milk flour,honey oil sugar salt cinnamon milk flour
Breakfast,10.0,10.0,200.2,1.1,0.005,24.2,6.1,29.1,"['cheese', 'pepper', 'salsa', 'chiles', 'juice', 'wheat']",cheese pepper salsa chiles juice wheat,cheese pepper salsa chile juice wheat
Breakfast,2.0,2.0,57.9,0.3,0.0,14.7,2.0,0.5,"['blueberries', 'sugar']",blueberries sugar,blueberry sugar
Breakfast,0.0,0.0,215.9,3.7,0.001,33.5,6.0,14.5,"['spinach', 'curry', 'pepper', 'garlic', 'muffin', 'salsa', 'onions', 'tomatoes', 'liquid']",spinach curry pepper garlic muffin salsa onions tomatoes liquid,spinach curry pepper garlic muffin salsa onion tomato liquid
Breakfast,2.0,5.0,74.6,6.7,0.094,0.4,0.0,2.8,"['juice', 'red', 'dijon']",juice red dijon,juice red dijon
Breakfast,2.0,5.0,214.2,5.7,0.0,38.4,7.5,6.9,"['sugar', 'oatmeal', 'meal', 'blueberries', 'water', 'cocoa']",sugar oatmeal meal blueberries water cocoa,sugar oatmeal meal blueberry water cocoa
Breakfast,5.0,10.0,156.2,7.0,0.287,5.8,0.9,17.8,"['spinach', 'cheese', 'salt', 'eggs', 'milk']",spinach cheese salt eggs milk,spinach cheese salt egg milk
Breakfast,5.0,30.0,253.7,13.9,0.037000000000000005,24.3,2.4,8.9,"['oats', 'butter', 'milk']",oats butter milk,oat butter milk
Breakfast,5.0,10.0,84.0,0.3,0.0,20.9,3.2,0.4,"['water', 'raspberries', 'sugar']",water raspberries sugar,water raspberry sugar
Breakfast,7.0,40.0,7.9,0.0,0.0,2.0,0.4,0.1,"['carrots', 'juice', 'orange']",carrots juice orange,carrot juice orange
Breakfast,0.0,25.0,172.6,7.2,0.015,24.8,0.9,2.9,"['oil', 'sugar', 'salt', 'orange', 'soda', 'rhubarb', 'walnuts', 'flour']",oil sugar salt orange soda rhubarb walnuts flour,oil sugar salt orange soda rhubarb walnut flour
Breakfast,10.0,2.0,99.3,2.6,0.008,1.5,0.7,16.3,"['cheese', 'leaves', 'meat', 'eggs', 'vegetables']",cheese leaves meat eggs vegetables,cheese leaf meat egg vegetable
Breakfast,0.0,0.0,346.2,25.0,0.28,4.8,0.2,24.6,"['eggs', 'milk', 'cheese', 'fat']",eggs milk cheese fat,egg milk cheese fat
Breakfast,1.0,5.0,150.5,2.6,0.004,24.6,3.8,6.5,"['fruit', 'salt', 'milk', 'oats', 'water']",fruit salt milk oats water,fruit salt milk oat water
Breakfast,5.0,15.0,251.9,20.7,0.21600000000000003,6.8,2.8,11.1,"['cheese', 'extra', 'salt', 'eggs', 'asparagus', 'rosemary']",cheese extra salt eggs asparagus rosemary,cheese extra salt egg asparagus rosemary
Breakfast,0.0,0.0,141.7,0.9,0.02,26.8,1.0,3.7,"['applesauce', 'sugar', 'salt', 'muffin', 'soda', 'cinnamon', 'milk', 'flour', 'extract']",applesauce sugar salt muffin soda cinnamon milk flour extract,applesauce sugar salt muffin soda cinnamon milk flour extract
Breakfast,5.0,15.0,73.8,1.6,0.016,12.6,0.0,2.5,"['milk', 'bisquick']",milk bisquick,milk bisquick
Breakfast,15.0,25.0,206.0,8.7,0.083,27.9,0.9,4.5,"['oil', 'sugar', 'milk', 'blueberries', 'flour']",oil sugar milk blueberries flour,oil sugar milk blueberry flour
Breakfast,5.0,0.0,189.4,9.2,0.0,15.1,1.0,12.8,"['honey', 'walnuts', 'fat']",honey walnuts fat,honey walnut fat
Breakfast,15.0,15.0,139.2,1.3,0.019,31.9,5.0,3.8,"['sugar', 'salt', 'soda', 'wheat', 'milk', 'blueberries', 'flour', 'extract']",sugar salt soda wheat milk blueberries flour extract,sugar salt soda wheat milk blueberry flour extract
Breakfast,15.0,40.0,203.2,8.5,0.001,29.1,5.9,6.7,"['flaxseed', 'salt', 'orange', 'buttermilk', 'walnuts', 'blueberries', 'flour']",flaxseed salt orange buttermilk walnuts blueberries flour,flaxseed salt orange buttermilk walnut blueberry flour
Breakfast,0.0,0.0,107.2,0.1,0.002,22.6,0.7,4.3,"['milk', 'ice', 'sugar']",milk ice sugar,milk ice sugar
Breakfast,10.0,20.0,171.5,1.3,0.025,36.9,2.0,4.4,"['applesauce', 'sugar', 'salt', 'eggs', 'buttermilk', 'soda', 'flour']",applesauce sugar salt eggs buttermilk soda flour,applesauce sugar salt egg buttermilk soda flour
Breakfast,5.0,5.0,192.5,4.6,0.006,26.7,5.4,14.9,"['pepper', 'oil', 'salt', 'muffin', 'bacon']",pepper oil salt muffin bacon,pepper oil salt muffin bacon
Breakfast,15.0,8.0,190.2,11.1,0.033,24.9,3.6,3.7,"['flaxseed', 'almonds', 'chocolate', 'butter', 'salt', 'splenda', 'extract', 'eggs', 'pecans', 'soda', 'cinnamon', 'wheat', 'oats', 'water', 'flour', 'raisins']",flaxseed almonds chocolate butter salt splenda extract eggs pecans soda cinnamon wheat oats water flour raisins,flaxseed almond chocolate butter salt splenda extract egg pecan soda cinnamon wheat oat water flour raisin
Breakfast,5.0,25.0,273.3,6.8,0.063,45.7,4.0,11.2,"['milk', 'butter', 'oats', 'sugar']",milk butter oats sugar,milk butter oat sugar
Breakfast,0.0,0.0,374.1,4.6,0.079,49.1,6.2,37.2,"['vanilla', 'strawberries', 'milk', 'any']",vanilla strawberries milk any,vanilla strawberry milk any
Breakfast,0.0,0.0,219.5,3.9,0.002,42.3,5.4,6.6,"['oats', 'water', 'milk']",oats water milk,oat water milk
Breakfast,5.0,5.0,328.4,23.2,0.474,2.9,0.3,25.7,"['spinach', 'ham', 'cheese', 'water']",spinach ham cheese water,spinach ham cheese water
Breakfast,5.0,0.0,275.4,2.1,0.002,55.6,7.3,13.3,"['cheese', 'muffin', 'cinnamon', 'sugar']",cheese muffin cinnamon sugar,cheese muffin cinnamon sugar
Breakfast,5.0,0.0,297.3,5.2,0.005,52.6,4.0,13.8,"['fat', 'oatmeal', 'splenda', 'ice', 'milk', 'raisins']",fat oatmeal splenda ice milk raisins,fat oatmeal splenda ice milk raisin
Breakfast,3.0,5.0,295.4,3.7,0.0,43.0,6.2,21.0,['oatmeal'],oatmeal,oatmeal
Breakfast,10.0,0.0,318.6,9.3,0.0,50.6,7.1,12.9,"['milk', 'syrup', 'butter', 'kale']",milk syrup butter kale,milk syrup butter kale
Breakfast,15.0,10.0,49.1,3.7,0.031,3.2,0.8,1.2,"['honey', 'salt', 'coconut', 'eggs', 'apples', 'cinnamon', 'liquid', 'cream', 'flour']",honey salt coconut eggs apples cinnamon liquid cream flour,honey salt coconut egg apple cinnamon liquid cream flour
Breakfast,0.0,0.0,103.4,1.6,0.042,23.1,3.5,7.0,"['milk', 'extra', 'flour']",milk extra flour,milk extra flour
Breakfast,5.0,5.0,45.9,1.7,0.062,5.7,0.8,2.3,"['eggs', 'vanilla', 'cinnamon']",eggs vanilla cinnamon,egg vanilla cinnamon
Breakfast,5.0,12.0,175.9,8.5,0.052000000000000005,19.2,1.5,6.5,"['cheese', 'oil', 'strawberries', 'salt', 'bananas', 'flour']",cheese oil strawberries salt bananas flour,cheese oil strawberry salt banana flour
Breakfast,10.0,5.0,236.9,8.0,0.027999999999999997,24.6,1.0,15.7,['turkey'],turkey,turkey
Breakfast,10.0,0.0,69.2,0.4,0.0,16.5,1.5,1.6,"['sugar', 'orange', 'pineapple', 'ice', 'cantaloupe']",sugar orange pineapple ice cantaloupe,sugar orange pineapple ice cantaloupe
Breakfast,7.0,0.0,291.3,12.5,0.0,35.4,11.5,14.5,"['vanilla', 'kale', 'seeds', 'milk']",vanilla kale seeds milk,vanilla kale seed milk
Breakfast,35.0,15.0,157.6,8.6,0.063,11.7,1.0,8.6,"['cheese', 'leaves', 'oil', 'zucchini', 'salt', 'black', 'lime']",cheese leaves oil zucchini salt black lime,cheese leaf oil zucchini salt black lime
Breakfast,4.0,0.0,202.2,3.3,0.002,35.5,4.4,9.3,"['oats', 'cinnamon', 'milk', 'raisins']",oats cinnamon milk raisins,oat cinnamon milk raisin
Breakfast,0.0,0.0,242.8,11.7,0.0,31.2,4.8,6.4,"['vanilla', 'syrup', 'nutmeg', 'oats', 'walnuts', 'water', 'sweetener', 'extract']",vanilla syrup nutmeg oats walnuts water sweetener extract,vanilla syrup nutmeg oat walnut water sweetener extract
Breakfast,5.0,480.0,192.4,1.5,0.006,29.2,2.4,16.3,"['fat', 'stevia', 'any', 'milk', 'oats', 'raisins']",fat stevia any milk oats raisins,fat stevia any milk oat raisin
Breakfast,5.0,10.0,255.3,16.7,0.071,22.6,0.7,4.4,"['milk', 'salt', 'oil', 'sugar']",milk salt oil sugar,milk salt oil sugar
Breakfast,10.0,10.0,53.1,1.8,0.0,8.0,1.0,1.5,"['honey', 'salt', 'margarine', 'milk', 'cream', 'flour']",honey salt margarine milk cream flour,honey salt margarine milk cream flour
Breakfast,0.0,0.0,131.3,1.7,0.0,25.2,2.5,4.3,"['applesauce', 'sugar', 'salt', 'extract', 'soda', 'cinnamon', 'any', 'oats', 'flour', 'pumpkin']",applesauce sugar salt extract soda cinnamon any oats flour pumpkin,applesauce sugar salt extract soda cinnamon any oat flour pumpkin
Breakfast,0.0,0.0,246.2,9.5,0.038,33.7,4.1,6.4,"['applesauce', 'sugar', 'salt', 'margarine', 'eggs', 'molasses', 'wheat', 'oats', 'walnuts', 'flour', 'raisins']",applesauce sugar salt margarine eggs molasses wheat oats walnuts flour raisins,applesauce sugar salt margarine egg molasses wheat oat walnut flour raisin
Breakfast,10.0,20.0,134.0,3.6,0.032,24.7,0.7,3.7,[],,
Breakfast,0.0,0.0,73.3,2.3,0.001,11.6,0.4,1.6,"['milk', 'bisquick']",milk bisquick,milk bisquick
Breakfast,5.0,5.0,127.5,0.8,0.0,19.9,1.7,7.3,"['oatmeal', 'cinnamon', 'splenda']",oatmeal cinnamon splenda,oatmeal cinnamon splenda
Breakfast,10.0,5.0,278.3,4.9,0.002,48.0,6.6,12.6,"['almonds', 'applesauce', 'cinnamon', 'apples', 'liquid', 'wheat', 'milk']",almonds applesauce cinnamon apples liquid wheat milk,almond applesauce cinnamon apple liquid wheat milk
Breakfast,5.0,0.0,286.9,9.1,0.0,46.3,5.2,7.6,"['oats', 'coconut', 'milk', 'almonds']",oats coconut milk almonds,oat coconut milk almond
Breakfast,20.0,20.0,143.6,1.7,0.018000000000000002,28.6,3.0,4.8,"['applesauce', 'sugar', 'strawberries', 'salt', 'vanilla', 'buttermilk', 'soda', 'oats', 'flour']",applesauce sugar strawberries salt vanilla buttermilk soda oats flour,applesauce sugar strawberry salt vanilla buttermilk soda oat flour
Breakfast,0.0,0.0,227.0,8.4,0.07400000000000001,29.8,0.8,7.4,"['sugar', 'salt', 'eggs', 'milk', 'flour']",sugar salt eggs milk flour,sugar salt egg milk flour
Breakfast,5.0,0.0,127.7,2.2,0.008,17.5,5.0,3.4,"['spinach', 'strawberries', 'orange', 'milk', 'water']",spinach strawberries orange milk water,spinach strawberry orange milk water
Breakfast,0.0,20.0,107.5,3.1,0.027000000000000003,18.6,2.2,3.4,"['oil', 'sugar', 'salt', 'eggs', 'buttermilk', 'blueberries', 'flour', 'extract']",oil sugar salt eggs buttermilk blueberries flour extract,oil sugar salt egg buttermilk blueberry flour extract
